reflector_ip,ip_version,description,country_code,country_name,region,sub_region
91.222.7.97,4,1001mem.ru,RS,Serbia,Europe,Southern Europe
77.105.36.131,4,101hair.rs,RS,Serbia,Europe,Southern Europe
145.239.228.218,4,128.ir,ES,Spain,Europe,Southern Europe
85.208.102.26,4,19216811.tel,ES,Spain,Europe,Southern Europe
80.88.87.132,4,22hbg.com,IT,Italy,Europe,Southern Europe
89.205.127.218,4,24.mk,MK,North Macedonia,Europe,Southern Europe
89.17.205.239,4,360nrs.com,ES,Spain,Europe,Southern Europe
176.31.131.235,4,360vouchers.uk,ES,Spain,Europe,Southern Europe
89.40.175.185,4,3x3.it,IT,Italy,Europe,Southern Europe
185.205.40.112,4,4design.it,IT,Italy,Europe,Southern Europe
80.211.55.20,4,4k-server.duckdns.org,IT,Italy,Europe,Southern Europe
89.46.107.221,4,8mobile.org,IT,Italy,Europe,Southern Europe
185.212.108.68,4,a2b.ba,BA,Bosnia and Herzegovina,Europe,Southern Europe
91.199.120.82,4,abacoceda.com,ES,Spain,Europe,Southern Europe
5.135.195.81,4,abandonware-france.org,ES,Spain,Europe,Southern Europe
91.134.223.252,4,abcd.games,ES,Spain,Europe,Southern Europe
137.74.217.63,4,abcdef.wiki,ES,Spain,Europe,Southern Europe
77.105.36.107,4,abgtim.com,RS,Serbia,Europe,Southern Europe
89.46.106.23,4,aboutartonline.com,IT,Italy,Europe,Southern Europe
89.46.107.19,4,aboutcolours.com,IT,Italy,Europe,Southern Europe
62.149.144.58,4,abr24.it,IT,Italy,Europe,Southern Europe
185.66.41.185,4,aburrasur.co,ES,Spain,Europe,Southern Europe
5.135.40.45,4,academia-acces.com,ES,Spain,Europe,Southern Europe
178.33.162.21,4,academiaemprendedorescreativos.com,ES,Spain,Europe,Southern Europe
151.80.207.170,4,academtest.ru,ES,Spain,Europe,Southern Europe
5.135.68.201,4,acarhome.com,PT,Portugal,Europe,Southern Europe
146.255.98.208,4,accioncultural.es,ES,Spain,Europe,Southern Europe
89.46.107.219,4,acdvevents.it,IT,Italy,Europe,Southern Europe
91.142.220.173,4,acerosurssa.es,ES,Spain,Europe,Southern Europe
54.37.211.244,4,acolad.com,ES,Spain,Europe,Southern Europe
178.239.178.249,4,ad-theme.com,IT,Italy,Europe,Southern Europe
5.253.128.109,4,ada-legal.com,PT,Portugal,Europe,Southern Europe
185.47.244.157,4,adajusa.com,ES,Spain,Europe,Southern Europe
91.142.209.224,4,adelante2.eu,ES,Spain,Europe,Southern Europe
185.78.220.151,4,adelina.gr,GR,Greece,Europe,Southern Europe
194.76.118.46,4,adfor.it,IT,Italy,Europe,Southern Europe
185.81.2.65,4,adfweb.com,IT,Italy,Europe,Southern Europe
5.135.217.83,4,adie.org,ES,Spain,Europe,Southern Europe
94.23.73.115,4,admoon.net,IT,Italy,Europe,Southern Europe
178.33.162.83,4,adsfactory.net,ES,Spain,Europe,Southern Europe
31.214.178.36,4,advokat-v-ispanii.ru,ES,Spain,Europe,Southern Europe
94.23.69.255,4,aeffe.com,IT,Italy,Europe,Southern Europe
217.76.142.215,4,aend.org,ES,Spain,Europe,Southern Europe
5.22.216.105,4,aepap.org,ES,Spain,Europe,Southern Europe
185.37.227.180,4,aficine.com,ES,Spain,Europe,Southern Europe
104.243.35.42,4,afyafoods.org,ES,Spain,Europe,Southern Europe
77.105.36.105,4,agacija.com,RS,Serbia,Europe,Southern Europe
185.138.42.92,4,agalia.org.gr,GR,Greece,Europe,Southern Europe
164.132.189.99,4,agenceecofin.com,ES,Spain,Europe,Southern Europe
51.83.52.245,4,agenciaseo.eu,ES,Spain,Europe,Southern Europe
185.221.172.241,4,agofstore.com,IT,Italy,Europe,Southern Europe
37.59.135.130,4,agreenhand.com,ES,Spain,Europe,Southern Europe
81.88.52.182,4,agrihub-ptp.it,IT,Italy,Europe,Southern Europe
51.68.67.61,4,agroperu.pe,ES,Spain,Europe,Southern Europe
46.16.58.23,4,agropopular.com,ES,Spain,Europe,Southern Europe
185.240.248.19,4,agrupamentoruybelo.pt,PT,Portugal,Europe,Southern Europe
185.53.100.50,4,agstudiohost.com,AL,Albania,Europe,Southern Europe
93.95.216.222,4,ahbooabbigliamentointimo.com,IT,Italy,Europe,Southern Europe
89.46.110.70,4,aimarketing.cloud,IT,Italy,Europe,Southern Europe
87.98.226.225,4,aiocoins.io,ES,Spain,Europe,Southern Europe
80.211.108.186,4,airproxy.io,IT,Italy,Europe,Southern Europe
