reflector_ip,ip_version,offset,description,country_code,country_name,region,sub_region
31.22.4.112,4,5,0fees.us,GB,United Kingdom,Europe,Northern Europe
159.148.27.60,4,13,0o.lv,LV,Latvia,Europe,Northern Europe
46.30.215.5,4,7,10000-mail-order-brides.com,DK,Denmark,Europe,Northern Europe
185.91.217.211,4,3,10magazine.com,GB,United Kingdom,Europe,Northern Europe
77.111.240.213,4,4,112handyman.com,DK,Denmark,Europe,Northern Europe
90.190.145.137,4,10,1182.ee,EE,Estonia,Europe,Northern Europe
46.30.213.121,4,6,123minsida.se,DK,Denmark,Europe,Northern Europe
52.51.56.8,4,4,123roulement.com,IE,Ireland,Europe,Northern Europe
34.248.56.221,4,4,123roulement.com,IE,Ireland,Europe,Northern Europe
108.129.43.124,4,8,123roulement.com,IE,Ireland,Europe,Northern Europe
46.30.213.106,4,4,123siteweb.fr,DK,Denmark,Europe,Northern Europe
46.30.213.82,4,4,123website.nl,DK,Denmark,Europe,Northern Europe
193.235.101.236,4,145012,1300.jp,SE,Sweden,Europe,Northern Europe
104.86.110.147,4,12,13tv.co.il,GB,United Kingdom,Europe,Northern Europe
185.21.42.106,4,5,1864.dk,DK,Denmark,Europe,Northern Europe
93.95.226.19,4,7,1984.hosting,IS,Iceland,Europe,Northern Europe
93.95.226.16,4,8,1984.is,IS,Iceland,Europe,Northern Europe
185.112.145.81,4,11,1984hosting.com,IS,Iceland,Europe,Northern Europe
185.2.4.130,4,6,2020incentivos.pt,GB,United Kingdom,Europe,Northern Europe
185.151.30.20,4,6,20i.com,GB,United Kingdom,Europe,Northern Europe
193.182.5.60,4,9308,20six.nl,GB,United Kingdom,Europe,Northern Europe
5.45.112.235,4,4,20th.su,EE,Estonia,Europe,Northern Europe
77.72.3.134,4,3,21.training,GB,United Kingdom,Europe,Northern Europe
81.19.215.79,4,5,21up.co.uk,GB,United Kingdom,Europe,Northern Europe
91.109.244.49,4,1434,22cans.com,GB,United Kingdom,Europe,Northern Europe
